time,region,value
2023-03-01,S,
2023-03-02,S,
2023-03-03,S,
2023-03-04,S,
2023-03-05,S,
2023-03-06,S,
2023-03-07,S,
2023-03-08,S,
2023-03-09,S,
2023-03-10,S,
2023-03-11,S,
2023-03-12,S,
2023-03-13,S,
2023-03-14,S,
2023-03-15,S,
2023-03-16,S,
2023-03-17,S,
2023-03-18,S,
2023-03-19,S,
2023-03-20,S,
2023-03-21,S,
2023-03-22,S,
2023-03-23,S,
2023-03-24,S,
2023-03-25,S,
2023-03-26,S,
2023-03-27,S,
2023-03-28,S,
2023-03-29,S,
2023-03-30,S,
2023-03-31,S,
2023-04-01,S,
2023-04-02,S,
2023-04-03,S,
2023-04-04,S,
2023-04-05,S,
2023-04-06,S,
2023-04-07,S,
2023-04-08,S,
2023-04-09,S,
2023-04-10,S,
2023-04-11,S,
2023-04-12,S,
2023-04-13,S,
2023-04-14,S,
2023-04-15,S,
2023-04-16,S,
2023-04-17,S,
2023-04-18,S,
2023-04-19,S,
2023-04-20,S,
2023-04-21,S,
2023-04-22,S,
2023-04-23,S,
2023-04-24,S,
2023-04-25,S,
2023-04-26,S,
2023-04-27,S,
2023-04-28,S,
2023-04-29,S,
2023-04-30,S,
2023-05-01,S,
2023-05-02,S,
2023-05-03,S,
2023-05-04,S,
2023-05-05,S,
2023-05-06,S,
2023-05-07,S,
2023-05-08,S,
2023-05-09,S,
2023-05-10,S,
2023-05-11,S,
2023-05-12,S,
2023-05-13,S,
2023-05-14,S,
2023-05-15,S,
2023-05-16,S,
2023-05-17,S,
2023-05-18,S,
2023-05-19,S,
2023-05-20,S,
2023-05-21,S,
2023-05-22,S,
2023-05-23,S,
2023-05-24,S,
2023-05-25,S,
2023-05-26,S,
2023-05-27,S,
2023-05-28,S,
2023-05-29,S,
2023-05-30,S,
2023-05-31,S,
2023-06-01,S,
2023-06-02,S,
2023-06-03,S,
2023-06-04,S,
2023-06-05,S,
2023-06-06,S,
2023-06-07,S,
2023-06-08,S,
2023-06-09,S,
2023-06-10,S,
2023-06-11,S,
2023-06-12,S,
2023-06-13,S,
2023-06-14,S,
2023-06-15,S,
2023-06-16,S,
2023-06-17,S,
2023-06-18,S,
2023-06-19,S,
2023-06-20,S,
2023-06-21,S,
2023-06-22,S,
2023-06-23,S,
2023-06-24,S,
2023-06-25,S,
2023-06-26,S,
2023-06-27,S,
2023-06-28,S,
2023-06-29,S,
2023-06-30,S,
2023-07-01,S,
2023-07-02,S,
2023-07-03,S,
2023-07-04,S,
2023-07-05,S,
2023-07-06,S,
2023-07-07,S,
2023-07-08,S,
2023-07-09,S,
2023-07-10,S,
2023-07-11,S,
2023-07-12,S,
2023-07-13,S,
2023-07-14,S,
2023-07-15,S,
2023-07-16,S,
2023-07-17,S,
2023-07-18,S,
2023-07-19,S,
2023-07-20,S,
2023-07-21,S,
2023-07-22,S,
2023-07-23,S,
2023-07-24,S,
2023-07-25,S,
2023-07-26,S,
2023-07-27,S,
2023-07-28,S,
2023-07-29,S,
2023-07-30,S,
2023-07-31,S,
2023-08-01,S,
2023-08-02,S,
2023-08-03,S,
2023-08-04,S,
2023-08-05,S,
2023-08-06,S,
2023-08-07,S,
2023-08-08,S,
2023-08-09,S,
2023-08-10,S,
2023-08-11,S,
2023-08-12,S,
2023-08-13,S,
2023-08-14,S,
2023-08-15,S,
2023-08-16,S,
2023-08-17,S,
2023-08-18,S,
2023-08-19,S,
2023-08-20,S,
2023-08-21,S,
2023-08-22,S,
2023-08-23,S,
2023-08-24,S,
2023-08-25,S,
2023-08-26,S,
2023-08-27,S,
2023-08-28,S,
2023-08-29,S,
2023-08-30,S,
2023-08-31,S,
2023-09-01,S,
2023-09-02,S,
2023-09-03,S,
2023-09-04,S,
2023-09-05,S,
2023-09-06,S,
2023-09-07,S,
2023-09-08,S,
2023-09-09,S,
2023-09-10,S,
2023-09-11,S,
2023-09-12,S,
2023-09-13,S,
2023-09-14,S,
2023-09-15,S,
2023-09-16,S,
2023-09-17,S,
2023-09-18,S,
2023-09-19,S,
2023-09-20,S,
2023-09-21,S,
2023-09-22,S,
2023-09-23,S,
2023-09-24,S,
2023-09-25,S,
2023-09-26,S,
2023-09-27,S,
2023-09-28,S,
2023-09-29,S,
2023-09-30,S,
2023-10-01,S,
2023-10-02,S,
2023-10-03,S,
2023-10-04,S,
2023-10-05,S,
2023-10-06,S,
2023-10-07,S,
2023-10-08,S,
2023-10-09,S,
2023-10-10,S,
2023-10-11,S,
2023-10-12,S,
2023-10-13,S,
2023-10-14,S,
2023-10-15,S,
2023-10-16,S,
2023-10-17,S,
2023-10-18,S,
2023-10-19,S,
2023-10-20,S,
2023-10-21,S,
2023-10-22,S,
2023-10-23,S,
2023-10-24,S,
2023-10-25,S,
2023-10-26,S,
2023-10-27,S,
2023-10-28,S,
2023-10-29,S,
2023-10-30,S,
2023-10-31,S,
2023-11-01,S,
2023-11-02,S,
2023-11-03,S,
2023-11-04,S,
2023-11-05,S,
2023-11-06,S,
2023-11-07,S,
2023-11-08,S,
2023-11-09,S,
2023-11-10,S,
2023-11-11,S,
2023-11-12,S,
2023-11-13,S,
2023-11-14,S,
2023-11-15,S,
2023-11-16,S,
2023-11-17,S,
2023-11-18,S,
2023-11-19,S,
2023-11-20,S,
2023-11-21,S,
2023-11-22,S,
2023-11-23,S,
2023-11-24,S,
2023-11-25,S,
2023-11-26,S,
2023-11-27,S,
2023-11-28,S,
2023-11-29,S,
2023-11-30,S,
2023-12-01,S,
2023-12-02,S,
2023-12-03,S,
2023-12-04,S,
2023-12-05,S,
2023-12-06,S,
2023-12-07,S,
2023-12-08,S,
2023-12-09,S,
2023-12-10,S,
2023-12-11,S,
2023-12-12,S,
2023-12-13,S,
2023-12-14,S,
2023-12-15,S,
2023-12-16,S,
2023-12-17,S,
2023-12-18,S,
2023-12-19,S,
2023-12-20,S,
2023-12-21,S,
2023-12-22,S,
2023-12-23,S,
2023-12-24,S,
2023-12-25,S,
2023-12-26,S,
2023-12-27,S,
2023-12-28,S,
2023-12-29,S,
2023-12-30,S,
2023-12-31,S,
2018-01-01,SE,
2018-01-02,SE,
2018-01-03,SE,
2018-01-04,SE,
2018-01-05,SE,
2018-01-06,SE,
2018-01-07,SE,
2018-01-08,SE,
2018-01-09,SE,
2018-01-10,SE,
2018-01-11,SE,
2018-01-12,SE,
2018-01-13,SE,
2018-01-14,SE,
2018-01-15,SE,
2018-01-16,SE,
2018-01-17,SE,
2018-01-18,SE,
2018-01-19,SE,
2018-01-20,SE,
2018-01-21,SE,
2018-01-22,SE,
2018-01-23,SE,
2018-01-24,SE,
2018-01-25,SE,
2018-01-26,SE,
2018-01-27,SE,
2018-01-28,SE,
2018-01-29,SE,
2018-01-30,SE,
2018-01-31,SE,
2018-02-01,SE,
2018-02-02,SE,
2018-02-03,SE,
2018-02-04,SE,
2018-02-05,SE,
2018-02-06,SE,
2018-02-07,SE,
2018-02-08,SE,
2018-02-09,SE,
2018-02-10,SE,
2018-02-11,SE,
2018-02-12,SE,
2018-02-13,SE,
2018-02-14,SE,
2018-02-15,SE,
2018-02-16,SE,
2018-02-17,SE,
2018-02-18,SE,
2018-02-19,SE,
2018-02-20,SE,
2018-02-21,SE,
2018-02-22,SE,
2018-02-23,SE,
2018-02-24,SE,
2018-02-25,SE,
2018-02-26,SE,
2018-02-27,SE,
2018-02-28,SE,
2018-03-01,SE,
2018-03-02,SE,
2018-03-03,SE,
2018-03-04,SE,
2018-03-05,SE,
2018-03-06,SE,
2018-03-07,SE,
2018-03-08,SE,
2018-03-09,SE,
2018-03-10,SE,
2018-03-11,SE,
2018-03-12,SE,
2018-03-13,SE,
2018-03-14,SE,
2018-03-15,SE,
2018-03-16,SE,
2018-03-17,SE,
2018-03-18,SE,
2018-03-19,SE,
2018-03-20,SE,
2018-03-21,SE,
2018-03-22,SE,
2018-03-23,SE,
2018-03-24,SE,
2018-03-25,SE,
2018-03-26,SE,
2018-03-27,SE,
2018-03-28,SE,
2018-03-29,SE,
2018-03-30,SE,
2018-03-31,SE,
2018-04-01,SE,
2018-04-02,SE,
2018-04-03,SE,
2018-04-04,SE,
2018-04-05,SE,
2018-04-06,SE,
2018-04-07,SE,
2018-04-08,SE,
2018-04-09,SE,
2018-04-10,SE,
2018-04-11,SE,
2018-04-12,SE,
2018-04-13,SE,
2018-04-14,SE,
2018-04-15,SE,
2018-04-16,SE,
2018-04-17,SE,
2018-04-18,SE,
2018-04-19,SE,
2018-04-20,SE,
2018-04-21,SE,
2018-04-22,SE,
2018-04-23,SE,
2018-04-24,SE,
2018-04-25,SE,
2018-04-26,SE,
2018-04-27,SE,
2018-04-28,SE,
2018-04-29,SE,
2018-04-30,SE,
2018-05-01,SE,
2018-05-02,SE,
2018-05-03,SE,
2018-05-04,SE,
2018-05-05,SE,
2018-05-06,SE,
2018-05-07,SE,
2018-05-08,SE,
2018-05-09,SE,
2018-05-10,SE,
2018-05-11,SE,
2018-05-12,SE,
2018-05-13,SE,
2018-05-14,SE,
2018-05-15,SE,
2018-05-16,SE,
2018-05-17,SE,
2018-05-18,SE,
2018-05-19,SE,
2018-05-20,SE,
2018-05-21,SE,
2018-05-22,SE,
2018-05-23,SE,
2018-05-24,SE,
2018-05-25,SE,
2018-05-26,SE,
2018-05-27,SE,
2018-05-28,SE,
2018-05-29,SE,
2018-05-30,SE,
2018-05-31,SE,
2018-06-01,SE,
2018-06-02,SE,
2018-06-03,SE,
2018-06-04,SE,
2018-06-05,SE,
2018-06-06,SE,
2018-06-07,SE,
2018-06-08,SE,
2018-06-09,SE,
2018-06-10,SE,
2018-06-11,SE,
2018-06-12,SE,
2018-06-13,SE,
2018-06-14,SE,
2018-06-15,SE,
2018-06-16,SE,
2018-06-17,SE,
2018-06-18,SE,
2018-06-19,SE,
2018-06-20,SE,
2018-06-21,SE,
2018-06-22,SE,
2018-06-23,SE,
2018-06-24,SE,
2018-06-25,SE,
2018-06-26,SE,
2018-06-27,SE,
2018-06-28,SE,
2018-06-29,SE,
2018-06-30,SE,
2018-07-01,SE,
2018-07-02,SE,
2018-07-03,SE,
2018-07-04,SE,
2018-07-05,SE,
2018-07-06,SE,
2018-07-07,SE,
2018-07-08,SE,
2018-07-09,SE,
2018-07-10,SE,
2018-07-11,SE,
2018-07-12,SE,
2018-07-13,SE,
2018-07-14,SE,
2018-07-15,SE,
2018-07-16,SE,
2018-07-17,SE,
2018-07-18,SE,
2018-07-19,SE,
2018-07-20,SE,
2018-07-21,SE,
2018-07-22,SE,
2018-07-23,SE,
2018-07-24,SE,
2018-07-25,SE,
2018-07-26,SE,
2018-07-27,SE,
2018-07-28,SE,
2018-07-29,SE,
2018-07-30,SE,
2018-07-31,SE,
2018-08-01,SE,
2018-08-02,SE,
2018-08-03,SE,
2018-08-04,SE,
2018-08-05,SE,
2018-08-06,SE,
2018-08-07,SE,
2018-08-08,SE,
2018-08-09,SE,
2018-08-10,SE,
2018-08-11,SE,
2018-08-12,SE,
2018-08-13,SE,
2018-08-14,SE,
2018-08-15,SE,
2018-08-16,SE,
2018-08-17,SE,
2018-08-18,SE,
2018-08-19,SE,
2018-08-20,SE,
2018-08-21,SE,
2018-08-22,SE,
2018-08-23,SE,
2018-08-24,SE,
2018-08-25,SE,
2018-08-26,SE,
2018-08-27,SE,
2018-08-28,SE,
2018-08-29,SE,
2018-08-30,SE,
2018-08-31,SE,
2018-09-01,SE,
2018-09-02,SE,
2018-09-03,SE,
2018-09-04,SE,
2018-09-05,SE,
2018-09-06,SE,
2018-09-07,SE,
2018-09-08,SE,
2018-09-09,SE,
2018-09-10,SE,
2018-09-11,SE,
2018-09-12,SE,
2018-09-13,SE,
2018-09-14,SE,
2018-09-15,SE,
2018-09-16,SE,
2018-09-17,SE,
2018-09-18,SE,
2018-09-19,SE,
2018-09-20,SE,
2018-09-21,SE,
2018-09-22,SE,
2018-09-23,SE,
2018-09-24,SE,
2018-09-25,SE,
2018-09-26,SE,
2018-09-27,SE,
2018-09-28,SE,
2018-09-29,SE,
2018-09-30,SE,
2018-10-01,SE,
2018-10-02,SE,
2018-10-03,SE,
2018-10-04,SE,
2018-10-05,SE,
2018-10-06,SE,
2018-10-07,SE,
2018-10-08,SE,
2018-10-09,SE,
2018-10-10,SE,
2018-10-11,SE,
2018-10-12,SE,
2018-10-13,SE,
2018-10-14,SE,
2018-10-15,SE,
2018-10-16,SE,
2018-10-17,SE,
2018-10-18,SE,
2018-10-19,SE,
2018-10-20,SE,
2018-10-21,SE,
2018-10-22,SE,
2018-10-23,SE,
2018-10-24,SE,
2018-10-25,SE,
2018-10-26,SE,
2018-10-27,SE,
2018-10-28,SE,
2018-10-29,SE,
2018-10-30,SE,
2018-10-31,SE,
2018-11-01,SE,
2018-11-02,SE,
2018-11-03,SE,
2018-11-04,SE,
2018-11-05,SE,
2018-11-06,SE,
2018-11-07,SE,
2018-11-08,SE,
2018-11-09,SE,
2018-11-10,SE,
2018-11-11,SE,
2018-11-12,SE,
2018-11-13,SE,
2018-11-14,SE,
2018-11-15,SE,
2018-11-16,SE,
2018-11-17,SE,
2018-11-18,SE,
2018-11-19,SE,
2018-11-20,SE,
2018-11-21,SE,
2018-11-22,SE,
2018-11-23,SE,
2018-11-24,SE,
2018-11-25,SE,
2018-11-26,SE,
2018-11-27,SE,
2018-11-28,SE,
2018-11-29,SE,
2018-11-30,SE,
2018-12-01,SE,
2018-12-02,SE,
2018-12-03,SE,
2018-12-04,SE,
2018-12-05,SE,
2018-12-06,SE,
2018-12-07,SE,
2018-12-08,SE,
2018-12-09,SE,
2018-12-10,SE,
2018-12-11,SE,
2018-12-12,SE,
2018-12-13,SE,
2018-12-14,SE,
2018-12-15,SE,
2018-12-16,SE,
2018-12-17,SE,
2018-12-18,SE,
2018-12-19,SE,
2018-12-20,SE,
2018-12-21,SE,
2018-12-22,SE,
2018-12-23,SE,
2018-12-24,SE,
2018-12-25,SE,
2018-12-26,SE,
2018-12-27,SE,
2018-12-28,SE,
2018-12-29,SE,
2018-12-30,SE,
2018-12-31,SE,
2019-01-01,SE,1121561.71875
2019-01-02,SE,1129037.25
2019-01-03,SE,1122929.0625
2019-01-04,SE,1123985.71875
2019-01-05,SE,1121082.0
2019-01-06,SE,1128753.09375
2019-01-07,SE,1142025.84375
2019-01-08,SE,1148025.09375
2019-01-09,SE,1140658.3125
2019-01-10,SE,1115825.4375
2019-01-11,SE,1089954.46875
2019-01-12,SE,1057353.1875
2019-01-13,SE,1027740.5625
2019-01-14,SE,1004967.5625
2019-01-15,SE,989866.125
2019-01-16,SE,976659.5625
2019-01-17,SE,964973.8125
2019-01-18,SE,954195.5625
2019-01-19,SE,943401.65625
2019-01-20,SE,931887.65625
2019-01-21,SE,921879.5625
2019-01-22,SE,910093.40625
2019-01-23,SE,896202.65625
2019-01-24,SE,884772.0
2019-01-25,SE,873071.4375
2019-01-26,SE,870069.0
2019-01-27,SE,878331.0
2019-01-28,SE,895812.9375
2019-01-29,SE,904915.5
2019-01-30,SE,902182.5
2019-01-31,SE,887030.8125
2019-02-01,SE,871032.09375
2019-02-02,SE,857502.1875
2019-02-03,SE,853312.3125
2019-02-04,SE,894843.9375
2019-02-05,SE,874215.46875
2019-02-06,SE,908451.28125
2019-02-07,SE,914873.71875
2019-02-08,SE,954028.59375
2019-02-09,SE,974260.40625
2019-02-10,SE,988212.375
2019-02-11,SE,1001429.25
2019-02-12,SE,1022177.25
2019-02-13,SE,1032623.90625
2019-02-14,SE,1034283.5625
2019-02-15,SE,1062528.46875
2019-02-16,SE,1084278.5625
2019-02-17,SE,1116327.5625
2019-02-18,SE,1166065.875
2019-02-19,SE,1223279.25
2019-02-20,SE,1281371.34375
2019-02-21,SE,1313349.1875
2019-02-22,SE,1326285.75
2019-02-23,SE,1337274.1875
2019-02-24,SE,1342902.9375
2019-02-25,SE,1344144.84375
2019-02-26,SE,1352173.875
2019-02-27,SE,1358930.71875
2019-02-28,SE,1409995.96875
2019-03-01,SE,1450098.375
2019-03-02,SE,1496234.0625
2019-03-03,SE,1542808.3125
2019-03-04,SE,1592550.375
2019-03-05,SE,1635888.375
2019-03-06,SE,1682974.875
2019-03-07,SE,1707029.4375
2019-03-08,SE,1717274.625
2019-03-09,SE,1721396.25
2019-03-10,SE,1740008.25
2019-03-11,SE,1719772.875
2019-03-12,SE,1682978.25
2019-03-13,SE,1660597.6875
2019-03-14,SE,1637991.1875
2019-03-15,SE,1624821.9375
2019-03-16,SE,1640733.375
2019-03-17,SE,1621374.375
2019-03-18,SE,1604871.5625
2019-03-19,SE,1600345.875
2019-03-20,SE,1592781.5625
2019-03-21,SE,1596202.5
2019-03-22,SE,1597975.6875
2019-03-23,SE,1593185.25
2019-03-24,SE,1581745.3125
2019-03-25,SE,1548361.875
2019-03-26,SE,1509743.0625
2019-03-27,SE,1463000.15625
2019-03-28,SE,1428464.90625
2019-03-29,SE,1414348.96875
2019-03-30,SE,1388258.8125
2019-03-31,SE,1343956.59375
2019-04-01,SE,1298776.78125
2019-04-02,SE,1252466.8125
2019-04-03,SE,1215278.625
2019-04-04,SE,1186744.3125
2019-04-05,SE,1174597.78125
2019-04-06,SE,1181736.46875
2019-04-07,SE,1201179.84375
2019-04-08,SE,1228861.125
2019-04-09,SE,1276297.96875
2019-04-10,SE,1294950.84375
2019-04-11,SE,1323178.78125
2019-04-12,SE,1344902.0625
2019-04-13,SE,1355054.90625
2019-04-14,SE,1358946.75
2019-04-15,SE,1363059.0
2019-04-16,SE,1378240.6875
2019-04-17,SE,1385779.5
2019-04-18,SE,1388320.40625
2019-04-19,SE,1375189.3125
2019-04-20,SE,1347239.34375
2019-04-21,SE,1315536.9375
2019-04-22,SE,1280094.1875
2019-04-23,SE,1243883.71875
2019-04-24,SE,1213334.71875
2019-04-25,SE,1190529.375
2019-04-26,SE,1164795.0
2019-04-27,SE,1133568.0
2019-04-28,SE,1103798.25
2019-04-29,SE,1075171.40625
2019-04-30,SE,1054542.75
2019-05-01,SE,1037699.53125
2019-05-02,SE,1022631.9375
2019-05-03,SE,1011507.09375
2019-05-04,SE,1001214.84375
2019-05-05,SE,995554.5
2019-05-06,SE,986871.0
2019-05-07,SE,974787.9375
2019-05-08,SE,959612.625
2019-05-09,SE,945263.53125
2019-05-10,SE,933055.96875
2019-05-11,SE,925681.78125
2019-05-12,SE,930913.875
2019-05-13,SE,930144.375
2019-05-14,SE,931625.34375
2019-05-15,SE,920590.78125
2019-05-16,SE,926131.5
2019-05-17,SE,907637.0625
2019-05-18,SE,914148.09375
2019-05-19,SE,918622.5
2019-05-20,SE,920639.71875
2019-05-21,SE,904718.25
2019-05-22,SE,883881.5625
2019-05-23,SE,870668.4375
2019-05-24,SE,860883.46875
2019-05-25,SE,852321.1875
2019-05-26,SE,842669.625
2019-05-27,SE,836157.9375
2019-05-28,SE,831224.8125
2019-05-29,SE,839283.28125
2019-05-30,SE,850616.90625
2019-05-31,SE,872964.46875
2019-06-01,SE,904169.0625
2019-06-02,SE,922719.1875
2019-06-03,SE,942672.65625
2019-06-04,SE,946695.1875
2019-06-05,SE,934248.75
2019-06-06,SE,921553.40625
2019-06-07,SE,902107.40625
2019-06-08,SE,879961.875
2019-06-09,SE,854102.25
2019-06-10,SE,827848.21875
2019-06-11,SE,803036.34375
2019-06-12,SE,781674.75
2019-06-13,SE,761545.6406251199
2019-06-14,SE,740462.2968751199
2019-06-15,SE,723924.65625
2019-06-16,SE,707578.875
2019-06-17,SE,692469.28125
2019-06-18,SE,678209.1093751199
2019-06-19,SE,669242.34375
2019-06-20,SE,663231.28125
2019-06-21,SE,655850.6718751199
2019-06-22,SE,649472.4375
2019-06-23,SE,641505.65625
2019-06-24,SE,630960.75
2019-06-25,SE,616684.3125
2019-06-26,SE,605773.125
2019-06-27,SE,596476.6875
2019-06-28,SE,582176.53125
2019-06-29,SE,573689.2031251199
2019-06-30,SE,567657.5156251199
2019-07-01,SE,565575.0468751199
2019-07-02,SE,561198.375
2019-07-03,SE,550210.8281251199
2019-07-04,SE,559460.5781251199
2019-07-05,SE,570658.2656251199
2019-07-06,SE,583336.0781251199
2019-07-07,SE,600788.8593751199
2019-07-08,SE,610772.4375
2019-07-09,SE,609235.875
2019-07-10,SE,604273.21875
2019-07-11,SE,595363.125
2019-07-12,SE,577815.1406251199
2019-07-13,SE,566260.9218751199
2019-07-14,SE,557687.4843751199
2019-07-15,SE,554002.03125
2019-07-16,SE,549366.9375
2019-07-17,SE,539264.9531251199
2019-07-18,SE,528025.5468751199
2019-07-19,SE,512504.4375
2019-07-20,SE,500544.42187511997
2019-07-21,SE,488168.57812511997
2019-07-22,SE,479740.07812511997
2019-07-23,SE,473102.4375
2019-07-24,SE,467640.89062511997
2019-07-25,SE,460966.03125
2019-07-26,SE,455708.34375
2019-07-27,SE,451317.09375
2019-07-28,SE,445226.20312511997
2019-07-29,SE,439635.60937511997
2019-07-30,SE,434656.125
2019-07-31,SE,434162.20312511997
2019-08-01,SE,432203.48437511997
2019-08-02,SE,430141.6875
2019-08-03,SE,430319.15625
2019-08-04,SE,428855.34375
2019-08-05,SE,427343.25
2019-08-06,SE,428476.21875
2019-08-07,SE,430057.07812511997
2019-08-08,SE,427447.5
2019-08-09,SE,422181.79687511997
2019-08-10,SE,420920.90625
2019-08-11,SE,417776.57812511997
2019-08-12,SE,414231.51562511997
2019-08-13,SE,410911.45312511997
2019-08-14,SE,406818.375
2019-08-15,SE,402619.6875
2019-08-16,SE,396117.65625
2019-08-17,SE,392035.38281255995
2019-08-18,SE,387041.34375
2019-08-19,SE,379088.48437512
2019-08-20,SE,375934.875
2019-08-21,SE,371997.67968744005
2019-08-22,SE,368663.97656255995
2019-08-23,SE,365349.67968744005
2019-08-24,SE,363731.29687512
2019-08-25,SE,361998.46875
2019-08-26,SE,358532.53125
2019-08-27,SE,355395.96093744005
2019-08-28,SE,353146.17187512
2019-08-29,SE,350835.375
2019-08-30,SE,346197.23437512
2019-08-31,SE,347088.46875
2019-09-01,SE,349063.52343744005
2019-09-02,SE,351279.9375
2019-09-03,SE,356275.14843744005
2019-09-04,SE,363264.25781255995
2019-09-05,SE,371685.5625
2019-09-06,SE,370491.28125
2019-09-07,SE,369733.33593744005
2019-09-08,SE,364410.86718744005
2019-09-09,SE,357294.72656255995
2019-09-10,SE,349907.01562512
2019-09-11,SE,343966.42968744005
2019-09-12,SE,339472.82812512
2019-09-13,SE,330416.27343744005
2019-09-14,SE,327162.23437512
2019-09-15,SE,321634.6875
2019-09-16,SE,315411.09375
2019-09-17,SE,308503.99218744005
2019-09-18,SE,305406.86718744005
2019-09-19,SE,301133.57812512
2019-09-20,SE,299336.55468744005
2019-09-21,SE,300293.4375
2019-09-22,SE,300563.8125
2019-09-23,SE,299431.59375
2019-09-24,SE,300416.03906255995
2019-09-25,SE,300631.78125
2019-09-26,SE,306685.61718744005
2019-09-27,SE,315421.99218744005
2019-09-28,SE,324384.82031255995
2019-09-29,SE,328130.85937512
2019-09-30,SE,331165.64062512
2019-10-01,SE,328043.34375
2019-10-02,SE,324693.375
2019-10-03,SE,319246.47656255995
2019-10-04,SE,315123.02343744005
2019-10-05,SE,313711.52343744005
2019-10-06,SE,311446.92187512
2019-10-07,SE,311103.96093744005
2019-10-08,SE,310865.32031255995
2019-10-09,SE,318787.75781255995
2019-10-10,SE,330466.3125
2019-10-11,SE,337653.86718744005
2019-10-12,SE,343477.59375
2019-10-13,SE,350101.80468744005
2019-10-14,SE,353162.0625
2019-10-15,SE,347977.66406255995
2019-10-16,SE,341617.19531255995
2019-10-17,SE,336712.6875
2019-10-18,SE,331501.6875
2019-10-19,SE,326245.07812512
2019-10-20,SE,323138.29687512
2019-10-21,SE,320434.26562512
2019-10-22,SE,321710.95312512
2019-10-23,SE,327146.53125
2019-10-24,SE,331914.51562512
2019-10-25,SE,337518.75
2019-10-26,SE,344533.28906255995
2019-10-27,SE,345841.45312512
2019-10-28,SE,349931.48437512
2019-10-29,SE,350503.57031255995
2019-10-30,SE,353176.6875
2019-10-31,SE,357016.52343744005
2019-11-01,SE,358668.60937512
2019-11-02,SE,359910.11718744005
2019-11-03,SE,363591.67968744005
2019-11-04,SE,364287.75
2019-11-05,SE,364775.46093744005
2019-11-06,SE,366203.29687512
2019-11-07,SE,369055.45312512
2019-11-08,SE,376278.67968744005
2019-11-09,SE,386733.79687512
2019-11-10,SE,399098.25
2019-11-11,SE,409149.9375
2019-11-12,SE,421834.64062511997
2019-11-13,SE,432674.85937511997
2019-11-14,SE,443847.46875
2019-11-15,SE,465181.03125
2019-11-16,SE,487392.32812511997
2019-11-17,SE,513843.09375
2019-11-18,SE,532790.53125
2019-11-19,SE,546666.0468751199
2019-11-20,SE,564776.3906251199
2019-11-21,SE,576529.875
2019-11-22,SE,568506.0468751199
2019-11-23,SE,560607.75
2019-11-24,SE,552469.4531251199
2019-11-25,SE,554304.5156251199
2019-11-26,SE,552609.0468751199
2019-11-27,SE,553145.53125
2019-11-28,SE,574646.25
2019-11-29,SE,604559.5781251199
2019-11-30,SE,635695.21875
2019-12-01,SE,663605.5781251199
2019-12-02,SE,693557.4843751199
2019-12-03,SE,734269.9218751199
2019-12-04,SE,768535.3125
2019-12-05,SE,798183.65625
2019-12-06,SE,810370.21875
2019-12-07,SE,840921.9375
2019-12-08,SE,863671.21875
2019-12-09,SE,877408.6875
2019-12-10,SE,895044.46875
2019-12-11,SE,906956.34375
2019-12-12,SE,942163.78125
2019-12-13,SE,978301.6875
2019-12-14,SE,1011584.71875
2019-12-15,SE,1023247.59375
2019-12-16,SE,1030426.875
2019-12-17,SE,1040712.375
2019-12-18,SE,1059820.5
2019-12-19,SE,1074252.75
2019-12-20,SE,1069343.34375
2019-12-21,SE,1070407.125
2019-12-22,SE,1075756.5
2019-12-23,SE,1085163.1875
2019-12-24,SE,1091566.59375
2019-12-25,SE,1082903.34375
2019-12-26,SE,1060332.75
2019-12-27,SE,1030219.6875
2019-12-28,SE,998312.8125
2019-12-29,SE,966377.53125
2019-12-30,SE,927275.25
2019-12-31,SE,898155.46875
2020-01-01,SE,
2020-01-02,SE,
2020-01-03,SE,
2020-01-04,SE,
2020-01-05,SE,
2020-01-06,SE,
2020-01-07,SE,
2020-01-08,SE,
2020-01-09,SE,
2020-01-10,SE,
2020-01-11,SE,
2020-01-12,SE,
2020-01-13,SE,
2020-01-14,SE,
2020-01-15,SE,
2020-01-16,SE,
2020-01-17,SE,
2020-01-18,SE,
2020-01-19,SE,
2020-01-20,SE,
2020-01-21,SE,
2020-01-22,SE,
2020-01-23,SE,
2020-01-24,SE,
2020-01-25,SE,
2020-01-26,SE,
2020-01-27,SE,
2020-01-28,SE,
2020-01-29,SE,
2020-01-30,SE,
2020-01-31,SE,
2020-02-01,SE,
2020-02-02,SE,
2020-02-03,SE,
2020-02-04,SE,
2020-02-05,SE,
2020-02-06,SE,
2020-02-07,SE,
2020-02-08,SE,
2020-02-09,SE,
2020-02-10,SE,
2020-02-11,SE,
2020-02-12,SE,
2020-02-13,SE,
2020-02-14,SE,
2020-02-15,SE,
2020-02-16,SE,
2020-02-17,SE,
2020-02-18,SE,
2020-02-19,SE,
2020-02-20,SE,
2020-02-21,SE,
2020-02-22,SE,
2020-02-23,SE,
2020-02-24,SE,
2020-02-25,SE,
2020-02-26,SE,
2020-02-27,SE,
2020-02-28,SE,
2020-02-29,SE,
2020-03-01,SE,
2020-03-02,SE,
2020-03-03,SE,
2020-03-04,SE,
2020-03-05,SE,
2020-03-06,SE,
2020-03-07,SE,
2020-03-08,SE,
2020-03-09,SE,
2020-03-10,SE,
2020-03-11,SE,
2020-03-12,SE,
2020-03-13,SE,
2020-03-14,SE,
2020-03-15,SE,
2020-03-16,SE,
2020-03-17,SE,
2020-03-18,SE,
